messy_vendor,matched_vendor,score,method,counterparty,location
"WASTE MANAGEMENT OF ARIZONA, INC.",Waste Management - Tempe AZ,71.42857142857143,constrained,REDBOX OF PHOENIX - SAN TAN TRANSFER STATION,REDBOX OF PHOENIX - SAN TAN TRANSFER STATION
City of Cookeville,City of Cookeville,100.0,global,REGIONS - COOKEVILLE,
CITY OF COOKEVILLE,City of Cookeville,100.0,global,REGIONS BANK - COOKEVILLE,
Complete Solutions,Complete Solutions & Sourcing,80.0,constrained,RGB 901 S. Miami Ave,RGB 901 S. Miami Ave
Complete Solutions and Sourcing,Complete Solutions & Sourcing,93.10344827586206,constrained,RGB 901 S. Miami Ave,RGB 901 S. Miami Ave
"Gulf Coast Containers, LLC",Gulf Coast Containers,91.30434782608697,constrained,RGB000001  LOOP,RGB000001  LOOP
ARMOR ENVIRONMENTAL,Armor Environmental,100.0,constrained,RGB000009  SKYLINE 4100 GOVERNMENT BLVD,RGB000009  SKYLINE 4100 GOVERNMENT BLVD
Centre Water Works,Centre Water Works,100.0,constrained,RGB000028  CENTRE AL,RGB000028  CENTRE AL
Centre Water Works & Sewer Board,Centre Water Works,75.0,constrained,RGB000028  CENTRE AL,RGB000028  CENTRE AL
Centre Water Works &,Centre Water Works,100.0,constrained,RGB000028 CENTRE AL,RGB000028  CENTRE AL
"Wise Environmental Solutions, INC.",Wise Environmental Solutions,93.33333333333333,constrained,RGB000030  TALLADEGA MAIN,RGB000030  TALLADEGA MAIN
"Wise Enviornmental Solutions, INC.",Wise Environmental Solutions,90.0,constrained,RGB000052  SYLACAUGA,RGB000052  SYLACAUGA
CITY OF FAYETTE,"City of Fayette, AL",90.9090909090909,constrained,RGB000092  FAYETTE TEMPLE AVE MAIN,RGB000092  FAYETTE TEMPLE AVE MAIN
CITY OF FA,"City of Fayette, AL",71.42857142857143,constrained,RGB000093  FAYETTE 2ND AVE MAIN REMOTE DRIVE,RGB000093  FAYETTE 2ND AVE MAIN REMOTE DRIVE
City of Tu,CITY OF TULLAHOMA,74.07407407407408,constrained,RGB000139  TULLAHOMA,RGB000139  TULLAHOMA
"Pelican Waste & Debris, LLC.",Pelican Waste,70.27027027027026,constrained,RGB000244  FRANKLIN,RGB000244  FRANKLIN
Hometown Waste Services,Hometown Waste Services,100.0,constrained,RGB000252  WESTGATE ALEXANDRIA,RGB000252  WESTGATE ALEXANDRIA
CITY OF DOUGLASVILLE,City of Douglasville - Georgia,83.33333333333334,constrained,RGB000270 (F) DOUGLASVILLE MAIN,RGB000270 (F)  DOUGLASVILLE MAIN
Clay County  Refuse,Clay County Tax Office,70.0,constrained,RGB000296  FT GAINES,RGB000296  FT GAINES
Clay County Refuse,Clay County Tax Office,70.0,constrained,RGB000296  FT GAINES,RGB000296  FT GAINES
CLAY COUNTY REFUSE TAX OFFICE,Clay County Tax Office,86.27450980392157,constrained,RGB000296  FT GAINES,RGB000296  FT GAINES
COUNTY REFUSE TAX OFFICE,Clay County Tax Office,73.91304347826086,constrained,RGB000296  FT GAINES,RGB000296  FT GAINES
"NORRIS C SANITATION, LLC","Norris C. Sanitation, LLC",100.0,constrained,RGB000308  CLEARWATER SC,RGB000308  CLEARWATER SC
NEXUS DISPOSAL,Nexus Disposal,100.0,global,RGB000327  ELDRIDGE,RGB000327  ELDRIDGE
EVERGREEN PAPER RECYCLING,Evergreen Paper Recycling,100.0,global,RGB000341 (F)  SOUTH ARLINGTON,RGB000341 (F)  SOUTH ARLINGTON
A & J Trash Service,A&J Trash Service,96.96969696969697,constrained,RGB000370  CLARKSVILLE AR MAIN,RGB000370  CLARKSVILLE AR MAIN
"SANITATION & ROLL-OFFS, LLC.",501 Sanitation & Roll-Offs LLC.,92.0,constrained,RGB000372  CLINTON AR MAIN,RGB000372  CLINTON AR MAIN
"WASTE CONNECTIONS OF ARKANSAS, INC",Waste Connections - Arkansas 3220,81.25,constrained,RGB000372  CLINTON AR MAIN,RGB000372  CLINTON AR MAIN
"501 SANITATION & ROLL-OFFS, LLC.",501 Sanitation & Roll-Offs LLC.,100.0,constrained,RGB000372 CLINTON AR MAIN,RGB000372  CLINTON AR MAIN
Garland County,Garland County Solid Waste,70.0,constrained,RGB000386 MAJESTIC LODGE,RGB000386  MAJESTIC LODGE
City of Fort Smith,"City of Fort Smith, AR",92.3076923076923,constrained,RGB000421 (F)  CENTRAL,RGB000421 (F)  CENTRAL
City City of Fort Smith,"City of Fort Smith, AR",86.36363636363636,constrained,RGB000422  FIANNA HILLS,RGB000422  FIANNA HILLS
City\nCity of Fort Smith,"City of Fort Smith, AR",81.81818181818181,constrained,RGB000422  FIANNA HILLS,RGB000422  FIANNA HILLS
City of Tyler,City of Tyler,100.0,constrained,RGB000430 (F)  TYLER MAIN,RGB000430 (F)  TYLER MAIN
LER City of Tyler,City of Tyler,86.66666666666667,constrained,RGB000430 (F)  TYLER MAIN,RGB000430 (F)  TYLER MAIN
TYLER City of Tyler,City of Tyler,81.25,constrained,RGB000430 (F)  TYLER MAIN,RGB000430 (F)  TYLER MAIN
CITY OF TYLER,City of Tyler,100.0,constrained,RGB000432 (F) TANGLEWOOD TYLER,RGB000432 (F)  TANGLEWOOD TYLER
Community Waste Dis,CWD - Community Waste Disposal,80.85106382978724,constrained,RGB000440 (F)  KELLER,RGB000440 (F)  KELLER
COUNTY SOLID WASTE,Hart County Solid Waste,87.8048780487805,global,RGB000583 BATESVILLE MS,RGB000583  BATESVILLE MS
Choctaw County,Choctaw County Solid Waste,70.0,constrained,RGB000596  ACKERMAN,RGB000596  ACKERMAN
Choctaw County Waste,Choctaw County Solid Waste,86.95652173913044,constrained,RGB000596  ACKERMAN,RGB000596  ACKERMAN
CHOCTAW COUNTY WASTE SERVICES,Choctaw County Solid Waste,83.63636363636364,constrained,RGB000596  ACKERMAN,RGB000596  ACKERMAN
Golden Triangle Waste Services,Golden Triangle Waste,82.35294117647058,constrained,RGB000600  EUPORA E FOX AVE MAIN,RGB000600  EUPORA E FOX AVE MAIN
Hometown Disposal,Hometown Disposal Inc,89.47368421052632,constrained,RGB000619  RALEIGH MEDICAL,RGB000619  RALEIGH MEDICAL
"Hometown Disposal, LLC",Hometown Disposal Inc,90.47619047619048,constrained,RGB000619  RALEIGH MEDICAL,RGB000619  RALEIGH MEDICAL
& Sanitation,D&G Sanitation,86.95652173913044,global,RGB000662 (F)  MURRAY PARK,RGB000662 (F)  MURRAY PARK
Sweetland,Sweetland Ltd,81.81818181818181,constrained,RGB000697  CORYDON PLAZA,RGB000697  CORYDON PLAZA
SWEETLAND LTD,Sweetland Ltd,100.0,constrained,RGB000697  CORYDON PLAZA,RGB000697  CORYDON PLAZA
"WastePath Services, LLC","Waste Path Services, LLC",80.0,constrained,RGB000701 (F)  SOUTHSIDE PADUCAH,RGB000701 (F)  SOUTHSIDE PADUCAH
Waste Path Services,"Waste Path Services, LLC",90.47619047619048,constrained,RGB000702 Lone Oak,RGB000702 (F)  LONE OAK
rence County Solid Waste,Lawrence County Solid Waste - Alabama,81.35593220338984,constrained,RGB000725 (F)  MOULTON,RGB000725 (F)  MOULTON
ste Services,Waste Services,92.3076923076923,constrained,RGB000728  WOODBURY,RGB000728  WOODBURY
City of Dickson Public Works,City of Dickson Public Works - TN,94.91525423728814,constrained,RGB000730 (F)  DICKSON RELOCATION,RGB000730 (F)  DICKSON RELOCATION
AMERICAN EAGLE WASTE,American Eagle Waste,100.0,constrained,RGB000768  LEMAY,RGB000768  LEMAY
Burris Disposal Service LLC,Ed Burris Disposal Service LLC,94.73684210526316,constrained,RGB000809  CARBONDALE,RGB000809  CARBONDALE
"AREA DISPOSAL SERVICE, INC.","ABC Disposal Services, Inc",88.0,global,RGB000819  6TH STREET,RGB000819  6TH STREET
Jim Dedman's Sanitation,Jim Dedman's Sanitation,100.0,constrained,RGB000900  SOUTHWEST RD,RGB000900  SOUTHWEST RD
Jim's Dedman's Sanitation,Jim Dedman's Sanitation,97.77777777777777,constrained,RGB000900  SOUTHWEST RD,RGB000900  SOUTHWEST RD
JIM DEDMAN'S SANITATION,Jim Dedman's Sanitation,100.0,constrained,RGB000901 EARLE,RGB000901  EARLE
Jim Dedmans Sanitation,Jim Dedman's Sanitation,100.0,constrained,RGB000901 Earle,RGB000901  EARLE
"WASTE CONNECTIONS SCOTT WASTE SERVICES, LLC",Waste Connections - Scott Waste Services 6052,89.41176470588236,global,RGB000962  I69 AND 96TH ST,RGB000962  I69 AND 96TH ST
MARTIN ENVIRONMENTAL MARTIN SVCS,Martin Envionmental Services Inc,84.375,constrained,RGB001060 SELMA,RGB001060  SELMA
Invertemental Services,FCC Environmental Services,75.0,constrained,RGB001072 (F)  BIG BEND,RGB001072 (F)  BIG BEND
Armor Environmental,Armor Environmental,100.0,constrained,RGB001083 DAUPHIN STREET,RGB001083  DAUPHIN STREET
Flash Trash LLC,Flash Trash LLC,100.0,constrained,RGB001145  BETHELVIEW PLAZA,RGB001145  BETHELVIEW PLAZA
"GTX Waste, LLC dba Gainsborough Waste Services","GTX Waste, LLC dba Gainsborough Waste Services",100.0,constrained,RGB001176  STADIUM,RGB001176  STADIUM
"GTX Waste, LLC dba Gainsborough","GTX Waste, LLC dba Gainsborough Waste Services",80.0,constrained,RGB001176  STADIUM,RGB001176  STADIUM
"GTX Waste, LLC dba Gainsborough Waste","GTX Waste, LLC dba Gainsborough Waste Services",88.88888888888889,constrained,RGB001176  STADIUM,RGB001176  STADIUM
CITY OF LOGANVILLE,"City of Loganville, GA",92.3076923076923,constrained,RGB001193 (F)  LOGANVILLE BRANCH,RGB001193 (F)  LOGANVILLE BRANCH
FCE® Invironmental Services,FCC Environmental Services,84.61538461538461,constrained,RGB001261 (F)  BELL SHOALS,RGB001261 (F)  BELL SHOALS
Environmel Sarvis,FCC Environmental Services,74.4186046511628,constrained,RGB001280 (F)  BEARSS AVE,RGB001280 (F)  BEARSS AVE
Wise Environmental Solutions,Wise Environmental Solutions,100.0,constrained,RGB001302  OXFORD 804 QUINTARD AVE,RGB001302  OXFORD 804 QUINTARD AVE
Waste Pro Sarasota County,Waste Pro - Sarasota 129,80.85106382978724,constrained,RGB001336 (F)  GULF GATE,RGB001336 (F)  GULF GATE
Manatee MANATEE COUNTY UTILITIES DEPARTMENT,County of Manatee Utilities Dept,80.0,constrained,RGB001343 (F)  MANATEE AVE,RGB001343 (F)  MANATEE AVE
Waste Pro Citrus County,Waste Pro - Citrus County 122,92.0,constrained,RGB001396  CRYSTAL RIVER W GULF TO LAKE HWY,RGB001396  CRYSTAL RIVER W GULF TO LAKE HWY
"City of Jacksonville, Florida",City of Jacksonville FL,90.19607843137256,constrained,RGB001434 JACKSONVILLE FL,RGB001434 JACKSONVILLE FL
Emental Service,FCC Environmental Services,73.17073170731707,constrained,RGB001481  WATERFORD LAKES RELO,RGB001481  WATERFORD LAKES RELO
Foss Recycling,EOMS RECYCLING,85.71428571428572,global,RGB001483  KINGSPORT MALL,RGB001483  KINGSPORT MALL
Evenemental Services,FCC Environmental Services,78.26086956521739,constrained,RGB001516  SOUTHCHASE,RGB001516  SOUTHCHASE
"SKYHOOK, LLC.","SkyHook, LLC",100.0,global,RGB001531,
121 Disposal CO,121 Disposal Company,85.71428571428572,constrained,RGB001531  CE RIVERCHASE OP CENTER,RGB001531  CE RIVERCHASE OP CENTER
Wasteology(RO),Wasteology,90.9090909090909,global,RGB001531  CE RIVERCHASE OP CENTER,RGB001531  CE RIVERCHASE OP CENTER
SKYHOOK,"SkyHook, LLC",77.77777777777779,constrained,RGB001531 CE RIVERCHASE OP CENTER,RGB001531  CE RIVERCHASE OP CENTER
Gresham Sanitary Service,Gresham Sanitary Service,100.0,global,ROCKWOOD SOLID WASTE,
TIGER SANITATION,TIGER SANITATION,100.0,constrained,RSAN - 343 N Weidner Rd,RSAN - 343 N Weidner Rd
Conigliard Industries,"Conigliaro Industries, Inc",86.95652173913044,constrained,Sanofi - 450 Water St,Sanofi - 450 Water St
TRIDENT WASTE,Trident Waste & Recycling,72.22222222222221,constrained,SC1-301-Anna Knapp,SC1-301-Anna Knapp
"Waste Services, LLC",Waste Services,87.5,constrained,SC1-310-Goose Creek,SC1-310-Goose Creek
Trident Waste,Trident Waste & Recycling,72.22222222222221,constrained,SC1-338-Mount Pleasant(Sweetgrass),SC1-338-Mount Pleasant(Sweetgrass)
"Bill Floyd Services, Inc.",Bill Floyd Services,90.47619047619048,constrained,SC1-370-Pawleys Island,SC1-370-Pawleys Island
Kirby Sanitation,Kirby Sanitation,100.0,constrained,SC2-573 Spartanburg,SC2-573 Spartanburg
BELTON METAL,Belton Metal Company,75.0,constrained,SCAND - 211 McGee Rd,SCAND - 211 McGee Rd
Belton Metal,Belton Metal Company,75.0,constrained,SCAND - 211 McGee Rd,SCAND - 211 McGee Rd
Belton Metal Company,Belton Metal Company,100.0,constrained,SCAND - 211 McGee Rd,SCAND - 211 McGee Rd
"Becker Complete, LLC","Becker Complete Compactor, Inc",70.83333333333333,constrained,SCCOL - 1782 Old Dunbar Rd,SCCOL - 1782 Old Dunbar Rd
PASCON,"PASCON, LLC",75.0,constrained,SCCOL - 1782 Old Dunbar Rd,SCCOL - 1782 Old Dunbar Rd
"PASCON, LLC","PASCON, LLC",100.0,constrained,SCCOL - 1782 Old Dunbar Rd,SCCOL - 1782 Old Dunbar Rd
Local Waste of Upstate,Local Waste of Upstate,100.0,constrained,SCGRE - 101 Beattie Dr,SCGRE - 101 Beattie Dr
MERCADO'S DUMPSTER SVC,Mercado's Dumpster Service,91.30434782608697,constrained,SCGRE - 101 Beattie Dr,SCGRE - 101 Beattie Dr
Solid Waste Authority,Horry County Solid Waste Authority,76.36363636363637,constrained,SCMYR - 200 George Bishop Pkwy,SCMYR - 200 George Bishop Pkwy
CITY OF ROCK HILL,CITY OF ROCK HILL,100.0,constrained,SCROC - 580 Mt Gallant Rd,SCROC - 580 Mt Gallant Rd
Southeast Recycling Group,Southeast Recycling Group,100.0,constrained,SCSPA - 4000 Howard St,SCSPA - 4000 Howard St
MIEDEMA\nSanitation INC,MIEDEMA SANITATION,85.0,constrained,SDMIT - 840 E Kay Ave,SDMIT - 840 E Kay Ave
ARG Diposal,ARG Disposal,95.65217391304348,constrained,Shelbyville Laundry - Batavia,Shelbyville Laundry - Batavia
ARG Transfer & Recycling,A1 Transfer & Recycling Inc,85.1063829787234,global,Shelbyville Laundry - Batavia,Shelbyville Laundry - Batavia
"WASTE CONNECTIONS BAYOU, INC.",Waste Connections - Bayou 6135,83.63636363636364,constrained,SHR - 1810 N Hearne Ave,SHR - 1810 N Hearne Ave
JD Parker and Sons,JD Parker & Sons,87.5,constrained,"Shuttsco, Inc.","Shuttsco, Inc."
STANDARD WASTE SERVICE 3024,STANDARD WASTE SERVICES,88.0,constrained,Site 1088P - WCCUS016,Site 1088P - WCCUS016
SOLID WASTE MENT. CO. LLC,Stranco Solid Waste Management Co. LLC,76.66666666666666,constrained,Site 1122 - WCCUS565,Site 1122 - WCCUS565
SOLID WASTE MGMT CO LLC.,Stranco Solid Waste Management Co. LLC,76.66666666666666,constrained,Site 1122 - WCCUS565,Site 1122 - WCCUS565
"MODERN Modern Disposal Services, Inc.",Modern Disposal Services,81.35593220338984,constrained,Site 1344 - WCCUS239,Site 1344 - WCCUS239
Recon Services,"RECON Services, LLC.",87.5,constrained,Site 1931 - WCCUS043,Site 1931 - WCCUS043
"Recon Services, Inc","RECON Services, LLC.",88.88888888888889,constrained,Site 1931 - WCCUS043,Site 1931 - WCCUS043
East Texas Junk Removal,East Texas Junk Removal,100.0,constrained,Site 5692 - WCCUS333,Site 5692 - WCCUS333
"Maui Disposal Co., Inc.",Maui Disposal,78.78787878787878,constrained,Site 6502 - WCCUS290,Site 6502 - WCCUS290
BAKERSFIELD,City of Bakersfield,73.33333333333334,constrained,Site 6707 - WCCUS186,Site 6707 - WCCUS186
"WASTE MANAGEMENT CO., IN","Westside Waste Management Co, Inc.",81.4814814814815,constrained,Site 6709 - WCCUS282,Site 6709 - WCCUS282
"WASTE MANAGEMENT CO., INC.","Westside Waste Management Co, Inc.",83.63636363636364,constrained,Site 6709 - WCCUS282,Site 6709 - WCCUS282
WESTSIDE WASTE MANAGEMENT,"Westside Waste Management Co, Inc.",87.71929824561404,constrained,Site 6709 - WCCUS282,Site 6709 - WCCUS282
LONG ISLAND WASTE SERVICE,Long Island Waste Services,98.0392156862745,constrained,Site 7545 - WCCUS044,Site 7545 - WCCUS044
Pascon,"PASCON, LLC",75.0,constrained,Site 7849B - WCCUS536,Site 7849B - WCCUS536
Premier Disposal,Premier Disposal Illinois,78.04878048780488,constrained,Springfield Electric - 1500 Old State Road,Springfield Electric - 1500 Old State Road
Revolution Recycling,Revolution Recycling,100.0,constrained,Springfield Electric - 215 Industrial Park Rd,Springfield Electric - 215 Industrial Park Rd
Big River Disposal Services,Big River Disposal MO,75.0,constrained,Springfield Electric - 7180 Veterans Road,Springfield Electric - 7180 Veterans Road
AM Waste,AMWASTE,93.33333333333333,constrained,STAYAPT - LAGRANGE,STAYAPT - LAGRANGE
DISPOSAL MANAGEMENT SERVICES,DISPOSAL MANAGEMENT SERVICES,100.0,constrained,Store 001 - Wilkes-Barre,Store 001 - Wilkes-Barre
Bi dams DISPOSAL,Bert Adams Disposal,74.28571428571429,constrained,Store 004 - Binghamton,Store 004 - Binghamton
Controlled Waste Systems Inc.,"CWSI - Controlled Waste Systems, Inc.",91.80327868852459,constrained,Store 011 - Utica,Store 011 - Utica
CWSI Controlled Waste Systems Inc.,"CWSI - Controlled Waste Systems, Inc.",100.0,constrained,Store 011 - Utica,Store 011 - Utica
Good's Disposal,Good's Disposal Service,77.77777777777779,constrained,Store 013 - Ephrata,Store 013 - Ephrata
Good's Disposal Service,Good's Disposal Service,100.0,constrained,Store 013 - Ephrata,Store 013 - Ephrata
GOOD'S\nDISPOSAL SERVICE,Good's Disposal Service,72.72727272727273,constrained,Store 013 - Ephrata,Store 013 - Ephrata
"AB-8 Waste Solutions, LLC","AB-8 Waste Solutions, LLC",100.0,constrained,Store 029 - Selinsgrove,Store 029 - Selinsgrove
SUSTAINABLE ENVIRONMENTAL MG,SEM - Sustainable Environmental Management,82.35294117647058,constrained,Store 042-Newark,Store 042 - Newark
"Industrial Services, Inc",Industrial Services Inc,100.0,constrained,Store 044 - Lincoln,Store 044 - Lincoln
Pro WASTE SERVICES INC.,PRO WASTE SERVICES,90.0,constrained,Store 045 - Erie,Store 045 - Erie
KMG Hauling,KMG HAULING INC,84.61538461538461,constrained,Store 126 - Chantilly,Store 126 - Chantilly
RUMPRE,Rumpke,83.33333333333334,constrained,Store 13 - Miamisburg,Store 13 - Miamisburg
"PETE& CONTAINER SERVICE, INC.","Pete & Pete Container Service, Inc",91.22807017543859,constrained,Store 16 - Cleveland,Store 16 - Cleveland
NICHOLAS SANITATION INC,"Nicholas Sanitation, Inc",100.0,constrained,Store 166 - Summersville,Store 166 - Summersville
WASTE CONNECTIONS OF FLORIDA\nTAMPA HAULING,Waste Connections - Florida,74.62686567164178,constrained,Store 189 - Tampa (F),Store 189 - Tampa (F)
"MULBERRY VENTURES, LLC","Mulberry Ventures, LLC",100.0,constrained,Store 2003 - Wilimgton,Store 2003 - Wilimgton
Stevens Disposal,STEVENS DISPOSAL,100.0,constrained,Store 2006 - Fostoria,Store 2006 - Fostoria
Patterson Sanitation,Patterson Sanitation,100.0,constrained,Store 2042 - Findlay,Store 2042 - Findlay
Patterson SANITATION SERVICES,Patterson Sanitation,81.63265306122449,constrained,Store 2042 - Findlay,Store 2042 - Findlay
Secrest Disposal Co,Secrest Disposal Co.,100.0,constrained,Store 217- Cambridge,Store 217 - Cambridge
BUMPKE,Rumpke,83.33333333333334,constrained,Store 218 - Xenia,Store 218 - Xenia
Reliable Recycling,Reliable Recycling Services,80.0,constrained,Store 228 - Lake City (F),Store 228 - Lake City (F)
Reliable Recycling Services,Reliable Recycling Services,100.0,constrained,Store 228 - Lake City (F),Store 228 - Lake City (F)
STAFFORD SOLID WASTE SERVICES\nA WASTE,Waste Connections - Stafford Solid Waste Services,83.33333333333334,constrained,Store 229 - Warsaw,Store 229 - Warsaw
STAFFORD SOLID WASTE SERVICES\nA WASTE CONNECTIONS COMPANY,Waste Connections - Stafford Solid Waste Services,90.38461538461539,constrained,Store 229 - Warsaw,Store 229 - Warsaw
Pro Wast Services,PRO WASTE SERVICES,97.14285714285714,constrained,Store 237 - Erie,Store 237 - Erie
"PRO WASTE SERVICES INC.Eric, PA",PRO WASTE SERVICES,76.59574468085107,constrained,Store 237 - Erie,Store 237 - Erie
Solid Wast Authority,Horry County Solid Waste Authority,74.07407407407408,constrained,Store 249 - Myrtle Beach,Store 249 - Myrtle Beach
Marcotte Disposal Company Inc.,"Marcotte Disposal, Inc.",84.0,constrained,Store 260 - Port Huron,Store 260 - Port Huron
Hughes Trash Removal,Hughes Trash Removal,100.0,constrained,Store 299 - Frederick,Store 299 - Frederick
Stevens Disposal &,STEVENS DISPOSAL,100.0,constrained,Store 301 - Adrian,Store 301 - Adrian
City of columibia,City of Columbia,96.96969696969697,constrained,Store 324 - Columbia,Store 324 - Columbia
"LUSK DISPOSAL LUSK DISPOSAL SERVICE, INC.",LUSK DISPOSAL SERVICE,70.0,constrained,Store 328 - Princeton,Store 328 - Princeton
Lusk Disposal,LUSK DISPOSAL SERVICE,76.47058823529412,constrained,Store 328 - Princeton,Store 328 - Princeton
LUSK DISPOSAL SERVICE INC.,LUSK DISPOSAL SERVICE,91.30434782608697,constrained,Store 328 - Princeton,Store 328 - Princeton
"LUSK DISPOSAL SERVICE, INC.",LUSK DISPOSAL SERVICE,91.30434782608697,constrained,Store 328 - Princeton,Store 328 - Princeton
"POSAL SERVICE, INC.",LUSK DISPOSAL SERVICE,73.6842105263158,constrained,Store 328 - Princeton,Store 328 - Princeton
"Blue Hen Dispose-All, Inc",Blue Hen Disposal,85.0,constrained,Store 341 - Lewes,Store 341 - Lewes
TYGARTS VALLEY SANITATION INC.,TYGARTS VALLEY SANITATION,92.5925925925926,constrained,Store 349 - Elkins,Store 349 - Elkins
"Solid Waste Services of WV, Inc.","Solid Waste Services of WV, Inc.",100.0,constrained,Store 353 - New Martinsville,Store 353 - New Martinsville
"Pratt Recycling, Inc.",Pratt Recycling Inc,100.0,constrained,Store 362 - Charlotte,Store 362 - Charlotte
PRIORITY WASTE HOLDINGS LLC,Priority Waste MI,72.72727272727273,constrained,Store 369 - Howell,Store 369 - Howell
HICKORY CITY OF HICKORY,"City of Hickory, NC",82.92682926829268,constrained,Store 397 - Hickory,Store 397 - Hickory
KUERTH'S DISPOSAL INC,"Kuerth's Disposal, Inc.",100.0,constrained,Store 399 - Muskegon,Store 399 - Muskegon
Kuerths Disposal Inc,"Kuerth's Disposal, Inc.",100.0,constrained,Store 399 - Muskegon,Store 399 - Muskegon
Horry County Solid Waste,Horry County Solid Waste Authority,82.75862068965517,constrained,Store 407 - Myrtle Beach,Store 407 - Myrtle Beach
Amber's Disposal,"Amber's Disposal, LLC",88.23529411764706,constrained,Store 432 - California,Store 432 - California
