vendor_name,normalized,aggressive_normalized,invoice_count
Engebretson & Sons Disposal,ENGEBRETSON & SONS DISPOSAL,ENGEBRETSON SONS DISPOSAL,1
ON & SONS DISPOSAL,ON & SONS DISPOSAL,ON SONS DISPOSAL,1
Al States Rentals,AL STATES RENTALS,AL STATES RENTALS,1
All States,ALL STATES,ALL STATES,1
"Jazme, LLC","JAZME, LLC",JAZME,1
"Jazme, LLC (NEW)","JAZME, LLC (NEW)",JAZME NEW,1
City of RED,CITY OF RED,CITY OF RED,1
City of Red Wing Roll-off Service Request Form,CITY OF RED WING ROLL-OFF SERVICE REQUEST FORM,CITY OF RED WING ROLL OFF SERVICE REQUEST FORM,1
ZEMKE ROLL-OFF SERVICE,ZEMKE ROLL-OFF SERVICE,ZEMKE ROLL OFF SERVICE,1
DEM-CON COMPANIES,DEM-CON COMPANIES,DEM CON COMPANIES,1
CA 94608 United States,CA 94608 UNITED STATES,CA 94608 UNITED STATES,1
Mountain Iron,MOUNTAIN IRON,MOUNTAIN IRON,1
Mountain Iron Public,MOUNTAIN IRON PUBLIC,MOUNTAIN IRON PUBLIC,1
Mountain Iron Public Utilities,MOUNTAIN IRON PUBLIC UTILITIES,MOUNTAIN IRON PUBLIC UTILITIES,1
WEST CENTRAL,WEST CENTRAL,WEST CENTRAL,1
Organics Recycling Inc.,ORGANICS RECYCLING INC.,ORGANICS RECYCLING,1
A-I Disposal,A-I DISPOSAL,A I DISPOSAL,1
Columbia,COLUMBIA,COLUMBIA,1
JULY SERVICES,JULY SERVICES,JULY SERVICES,1
TRURITY,TRURITY,TRURITY,1
Phelps County Landfill,PHELPS COUNTY LANDFILL,PHELPS COUNTY LANDFILL,1
ROLLA,ROLLA,ROLLA,1
Ciity of Rolla,CIITY OF ROLLA,CIITY OF ROLLA,1
Cit of Rolla,CIT OF ROLLA,CIT OF ROLLA,1
TAHOE BASIN CONTAINER,TAHOE BASIN CONTAINER,TAHOE BASIN CONTAINER,1
"CARDS CARDS MO LLC PO BOX 775 TONTITOWN, AR 72770 (877) 592-","CARDS CARDS MO LLC PO BOX 775 TONTITOWN, AR 72770 (877) 592-",CARDS CARDS MO PO BOX 775 TONTITOWN AR 72770 877 592,1
", LLC.",", LLC.",,1
"Bright Disposal Services,","BRIGHT DISPOSAL SERVICES,",BRIGHT DISPOSAL SERVICES,1
HAS Maintenance LLC,HAS MAINTENANCE LLC,HAS MAINTENANCE,1
SOLID WASTE DEPARTMENT,SOLID WASTE DEPARTMENT,SOLID WASTE DEPARTMENT,1
After Hours Cleaning Services,AFTER HOURS CLEANING SERVICES,AFTER HOURS CLEANING SERVICES,1
AFTER HOURS CLEAN,AFTER HOURS CLEAN,AFTER HOURS CLEAN,1
AFTER HOURS CLEANING SERVICES DBA,AFTER HOURS CLEANING SERVICES DBA,AFTER HOURS CLEANING SERVICES DBA,1
WasteVision Al,WASTEVISION AL,WASTEVISION AL,1
Bozeman,BOZEMAN,BOZEMAN,1
BOZEMAN MT,BOZEMAN MT,BOZEMAN MT,1
MT BOZEMAN Water,MT BOZEMAN WATER,MT BOZEMAN WATER,1
Billings Logan International Airport,BILLINGS LOGAN INTERNATIONAL AIRPORT,BILLINGS LOGAN INTERNATIONAL AIRPORT,1
Crown Waste and Recycling,CROWN WASTE AND RECYCLING,CROWN WASTE AND RECYCLING,1
WASTE CONNECTIONS OF NORTH,WASTE CONNECTIONS OF NORTH,WASTE CONNECTIONS OF NORTH,1
"FOSS RECYCLING, INC.","FOSS RECYCLING, INC.",FOSS RECYCLING,1
Foss Recycling Inc.,FOSS RECYCLING INC.,FOSS RECYCLING,1
WASTE PRO - ASHEVILLE,WASTE PRO - ASHEVILLE,WASTE PRO ASHEVILLE,1
HICKORY Carolina,HICKORY CAROLINA,HICKORY CAROLINA,1
A Sani-Can,A SANI-CAN,A SANI CAN,1
A Sani-Can Sanitation Services,A SANI-CAN SANITATION SERVICES,A SANI CAN SANITATION SERVICES,1
NCMA Bardstown,NCMA BARDSTOWN,NCMA BARDSTOWN,1
WASTE CONNECTIONS OF NO CAROLINA INC,WASTE CONNECTIONS OF NO CAROLINA INC,WASTE CONNECTIONS OF NO CAROLINA,1
BCS WASTE AND,BCS WASTE AND,BCS WASTE AND,1
BCS WASTE AND RECYCLING,BCS WASTE AND RECYCLING,BCS WASTE AND RECYCLING,1
"BCDA, LLC db","BCDA, LLC DB",BCDA DB,1
"Elite Metal Performance, LLC","ELITE METAL PERFORMANCE, LLC",ELITE METAL PERFORMANCE,1
City of Devil Lake,CITY OF DEVIL LAKE,CITY OF DEVIL LAKE,1
Dickinson City of Dickinson E-Ticket,DICKINSON CITY OF DICKINSON E-TICKET,DICKINSON CITY OF DICKINSON E TICKET,1
DICKINSON SOLID WASTE FACILITY,DICKINSON SOLID WASTE FACILITY,DICKINSON SOLID WASTE FACILITY,1
FAR MORE,FAR MORE,FAR MORE,1
Ken's Sanitation & Recycling,KEN'S SANITATION & RECYCLING,KEN S SANITATION RECYCLING,1
"Ken's Sanitation and Recycling, Inc.","KEN'S SANITATION AND RECYCLING, INC.",KEN S SANITATION AND RECYCLING,1
"WASTE MANAGEMENT OF NORTH DAKOTA, INC.","WASTE MANAGEMENT OF NORTH DAKOTA, INC.",WASTE MANAGEMENT OF NORTH DAKOTA,1
Recycling Center of North Dakota,RECYCLING CENTER OF NORTH DAKOTA,RECYCLING CENTER OF NORTH DAKOTA,1
"Recycling Center of North Dakota, LLC","RECYCLING CENTER OF NORTH DAKOTA, LLC",RECYCLING CENTER OF NORTH DAKOTA,1
H & H SANITATION,H & H SANITATION,H H SANITATION,1
AP NIEDERHAUS REFUSE INC.,AP NIEDERHAUS REFUSE INC.,AP NIEDERHAUS REFUSE,1
AR NIEDERHAUS REFUSE INC.,AR NIEDERHAUS REFUSE INC.,AR NIEDERHAUS REFUSE,1
ARN NIEDERHAUS REFUSE INC.,ARN NIEDERHAUS REFUSE INC.,ARN NIEDERHAUS REFUSE,1
MAR NIEDERHAUS REFUSE INC.,MAR NIEDERHAUS REFUSE INC.,MAR NIEDERHAUS REFUSE,1
NP NIEDERHAUS REFUSE INC.,NP NIEDERHAUS REFUSE INC.,NP NIEDERHAUS REFUSE,1
SCHABEN SANITATION A Waste Connections Co,SCHABEN SANITATION A WASTE CONNECTIONS CO,SCHABEN SANITATION A WASTE CONNECTIONS,1
PRO\nWASTE SERVICES INC,PRO\NWASTE SERVICES INC,PRO NWASTE SERVICES,1
K-town,K-TOWN,K TOWN,1
Nowrush,NOWRUSH,NOWRUSH,1
NOWRUSH RECYCLIN,NOWRUSH RECYCLIN,NOWRUSH RECYCLIN,1
NRN NOWRUSH RECYCLING,NRN NOWRUSH RECYCLING,NRN NOWRUSH RECYCLING,1
NRN NOWRUSH,NRN NOWRUSH,NRN NOWRUSH,1
NowRush,NOWRUSH,NOWRUSH,1
"Winni Waste, LLC","WINNI WASTE, LLC",WINNI WASTE,1
Resource Solutions Energy &,RESOURCE SOLUTIONS ENERGY &,RESOURCE SOLUTIONS ENERGY,1
Good Guys,GOOD GUYS,GOOD GUYS,1
Intersate Waste,INTERSATE WASTE,INTERSATE WASTE,1
CARDBOARD,CARDBOARD,CARDBOARD,1
6917230001/Standard Waste Services (Hudson),6917230001/STANDARD WASTE SERVICES (HUDSON),6917230001 STANDARD WASTE SERVICES HUDSON,1
Doremus Avenue Recycling,DOREMUS AVENUE RECYCLING,DOREMUS AVENUE RECYCLING,1
LEDWARU,LEDWARU,LEDWARU,1
Reliable Paper,RELIABLE PAPER,RELIABLE PAPER,1
Consolidated Industrial,CONSOLIDATED INDUSTRIAL,CONSOLIDATED INDUSTRIAL,1
Consolidated Industrial Services,CONSOLIDATED INDUSTRIAL SERVICES,CONSOLIDATED INDUSTRIAL SERVICES,1
COUNTY MIDDLESEX COUNTY UTILITIES AUTHORITY,COUNTY MIDDLESEX COUNTY UTILITIES AUTHORITY,COUNTY MIDDLESEX COUNTY UTILITIES AUTHORITY,1
MIDDLESEX COUNTY UT,MIDDLESEX COUNTY UT,MIDDLESEX COUNTY UT,1
MIDULESCA COUNTT UTILITIES AUTHORITI,MIDULESCA COUNTT UTILITIES AUTHORITI,MIDULESCA COUNTT UTILITIES AUTHORITI,1
NANOIA RECYCLING EQUIPMENT INC.,NANOIA RECYCLING EQUIPMENT INC.,NANOIA RECYCLING EQUIPMENT,1
STANDARD WASIE,STANDARD WASIE,STANDARD WASIE,1
Robin,ROBIN,ROBIN,1
Robinson Waste Disposal,ROBINSON WASTE DISPOSAL,ROBINSON WASTE DISPOSAL,1
RobinsonWasteDisposal,ROBINSONWASTEDISPOSAL,ROBINSONWASTEDISPOSAL,1
Jack Robinson Waste,JACK ROBINSON WASTE,JACK ROBINSON WASTE,1
Jack Robinson Waste Disposal,JACK ROBINSON WASTE DISPOSAL,JACK ROBINSON WASTE DISPOSAL,1
Robinson\nWaste,ROBINSON\NWASTE,ROBINSON NWASTE,1
ACTION IWS Environmental Services,ACTION IWS ENVIRONMENTAL SERVICES,ACTION IWS ENVIRONMENTAL SERVICES,1
ALLEGRO SANITATION CORP,ALLEGRO SANITATION CORP,ALLEGRO SANITATION,1
STANDARD WASTE SERVICES TRIPLE,STANDARD WASTE SERVICES TRIPLE,STANDARD WASTE SERVICES TRIPLE,1
STANDARD WASTE SERVICES TRIPLE M,STANDARD WASTE SERVICES TRIPLE M,STANDARD WASTE SERVICES TRIPLE M,1
TRIPLE M SANITATION SVS,TRIPLE M SANITATION SVS,TRIPLE M SANITATION SVS,1
Ferrell's Disposal,FERRELL'S DISPOSAL,FERRELL S DISPOSAL,1
Buldo container,BULDO CONTAINER,BULDO CONTAINER,1
CONTAINER & DISPOSAL,CONTAINER & DISPOSAL,CONTAINER DISPOSAL,1
"DIAMOND Succasunna, NJ 07876 DISPOSAL","DIAMOND SUCCASUNNA, NJ 07876 DISPOSAL",DIAMOND SUCCASUNNA NJ 07876 DISPOSAL,1
VERVICES,VERVICES,VERVICES,1
MIDDLESEX COUNIY UTILITIES AUTHORITY,MIDDLESEX COUNIY UTILITIES AUTHORITY,MIDDLESEX COUNIY UTILITIES AUTHORITY,1
MIDDLESEX COUNTY UTILITIES AUTH,MIDDLESEX COUNTY UTILITIES AUTH,MIDDLESEX COUNTY UTILITIES AUTH,1
MIDDLESEX COUNTY UTILITIES AUTHORITY Solid Waste Division,MIDDLESEX COUNTY UTILITIES AUTHORITY SOLID WASTE DIVISION,MIDDLESEX COUNTY UTILITIES AUTHORITY SOLID WASTE DIVISION,1
STANDARD,STANDARD,STANDARD,1
Albuquerque Bernali,ALBUQUERQUE BERNALI,ALBUQUERQUE BERNALI,1
Albuquerque Bernalillo,ALBUQUERQUE BERNALILLO,ALBUQUERQUE BERNALILLO,1
WASTEOLOGY/UPS,WASTEOLOGY/UPS,WASTEOLOGY UPS,1
City of Hobbs,CITY OF HOBBS,CITY OF HOBBS,1
City of Hobbs Water Department,CITY OF HOBBS WATER DEPARTMENT,CITY OF HOBBS WATER DEPARTMENT,1
Hobbs,HOBBS,HOBBS,1
CITY OF LAS CRUCES,CITY OF LAS CRUCES,CITY OF LAS CRUCES,1
SCSWA,SCSWA,SCSWA,1
South Central Solid Waste,SOUTH CENTRAL SOLID WASTE,SOUTH CENTRAL SOLID WASTE,1
EQUIPMENT DEPOT,EQUIPMENT DEPOT,EQUIPMENT DEPOT,1
LAS VEGAS,LAS VEGAS,LAS VEGAS,1
Reno FOrklift,RENO FORKLIFT,RENO FORKLIFT,1
Wild Lake Disposal,WILD LAKE DISPOSAL,WILD LAKE DISPOSAL,1
VIE\nWESTERN ELITE,VIE\NWESTERN ELITE,VIE NWESTERN ELITE,1
"CP Manages, LLC","CP MANAGES, LLC",CP MANAGES,1
NEVADA RECYCLIN,NEVADA RECYCLIN,NEVADA RECYCLIN,1
NEVADA RECYCLING,NEVADA RECYCLING,NEVADA RECYCLING,1
Nevada Recycling & Salvage,NEVADA RECYCLING & SALVAGE,NEVADA RECYCLING SALVAGE,1
NEVADA RECYCLING AND SALVAGE,NEVADA RECYCLING AND SALVAGE,NEVADA RECYCLING AND SALVAGE,1
Neveda Recycling,NEVEDA RECYCLING,NEVEDA RECYCLING,1
Neveda Recycling and Salvage,NEVEDA RECYCLING AND SALVAGE,NEVEDA RECYCLING AND SALVAGE,1
Anchor Technical Services LLC,ANCHOR TECHNICAL SERVICES LLC,ANCHOR TECHNICAL SERVICES,1
BASIN,BASIN,BASIN,1
BASIN\nHAULAGE,BASIN\NHAULAGE,BASIN NHAULAGE,1
SERVICES LLC,SERVICES LLC,SERVICES,1
Pasella,PASELLA,PASELLA,1
"ROYAL VASTE SERVICES, INC. (","ROYAL VASTE SERVICES, INC. (",ROYAL VASTE SERVICES,1
Natural Environmental Inc,NATURAL ENVIRONMENTAL INC,NATURAL ENVIRONMENTAL,1
BLUE\nDIAMOND\nDISPOSAL,BLUE\NDIAMOND\NDISPOSAL,BLUE NDIAMOND NDISPOSAL,1
Contento's,CONTENTO'S,CONTENTO S,1
"DEMOLITION, RECYCLING & ENVIRONMENTAL SERVICES","DEMOLITION, RECYCLING & ENVIRONMENTAL SERVICES",DEMOLITION RECYCLING ENVIRONMENTAL SERVICES,1
SUBURBAN OSAL,SUBURBAN OSAL,SUBURBAN OSAL,1
Bsin Haulage,BSIN HAULAGE,BSIN HAULAGE,1
ROYAL Carting,ROYAL CARTING,ROYAL CARTING,1
NYLO Hotel Plano,NYLO HOTEL PLANO,NYLO HOTEL PLANO,1
Wasteway Dumpster Service,WASTEWAY DUMPSTER SERVICE,WASTEWAY DUMPSTER SERVICE,1
Waste Dumpster Service,WASTE DUMPSTER SERVICE,WASTE DUMPSTER SERVICE,1
SCALE RECEIVER,SCALE RECEIVER,SCALE RECEIVER,1
BORO? WIDE,BORO? WIDE,BORO WIDE,1
BOROM WIDE,BOROM WIDE,BOROM WIDE,1
U.S.A,U.S.A,U S A,1
TOWN OF BABYLON BILLING DEPARTMENT,TOWN OF BABYLON BILLING DEPARTMENT,TOWN OF BABYLON BILLING DEPARTMENT,1
TOWN OF BABYLON,TOWN OF BABYLON,TOWN OF BABYLON,1
CARTING,CARTING,CARTING,1
COUNTY WASTE - EVERGREEN,COUNTY WASTE - EVERGREEN,COUNTY WASTE EVERGREEN,1
Thomas Trash,THOMAS TRASH,THOMAS TRASH,1
Carting,CARTING,CARTING,1
2024 Carlo Minuto Carting Company Inc.,2024 CARLO MINUTO CARTING COMPANY INC.,2024 CARLO MINUTO CARTING COMPANY,1
Bulter Disposal,BULTER DISPOSAL,BULTER DISPOSAL,1
GEODOM CARTING CORP ANCHOR TING,GEODOM CARTING CORP ANCHOR TING,GEODOM CARTING ANCHOR TING,1
GEODOM CARTING CORP\nANCHOR\nTING,GEODOM CARTING CORP\NANCHOR\NTING,GEODOM CARTING NANCHOR NTING,1
Oak Ridge,OAK RIDGE,OAK RIDGE,1
"HOBBS EQUIPMENT, INC.","HOBBS EQUIPMENT, INC.",HOBBS EQUIPMENT,1
"PAK RITE RENTALS, INC.","PAK RITE RENTALS, INC.",PAK RITE RENTALS,1
Hydraulics,HYDRAULICS,HYDRAULICS,1
0 BEST WAY,0 BEST WAY,0 BEST WAY,1
HaveTou,HAVETOU,HAVETOU,1
City Scrap,CITY SCRAP,CITY SCRAP,1
Haulltan,HAULLTAN,HAULLTAN,1
SIL SILVERBACK HAULERS,SIL SILVERBACK HAULERS,SIL SILVERBACK HAULERS,1
Scrap Management Solutions,SCRAP MANAGEMENT SOLUTIONS,SCRAP MANAGEMENT SOLUTIONS,1
Hamilton,HAMILTON,HAMILTON,1
Harul,HARUL,HARUL,1
Hauil Ton,HAUIL TON,HAUIL TON,1
Haull HORRE,HAULL HORRE,HAULL HORRE,1
Haulllen,HAULLLEN,HAULLLEN,1
"Haullon PETE & PETE CONTAINER SERVICE, INC.","HAULLON PETE & PETE CONTAINER SERVICE, INC.",HAULLON PETE PETE CONTAINER SERVICE,1
"Haulton\nPETE & PETE CONTAINER SERVICE, INC.","HAULTON\NPETE & PETE CONTAINER SERVICE, INC.",HAULTON NPETE PETE CONTAINER SERVICE,1
Have TON,HAVE TON,HAVE TON,1
HaveTON,HAVETON,HAVETON,1
Hewillten,HEWILLTEN,HEWILLTEN,1
MiD HIS,MID HIS,MID HIS,1
Municipality/County,MUNICIPALITY/COUNTY,MUNICIPALITY COUNTY,1
PETE &,PETE &,PETE,1
PETE & PETE CONTAINER,PETE & PETE CONTAINER,PETE PETE CONTAINER,1
Wastedlogy,WASTEDLOGY,WASTEDLOGY,1
Royal Oak Recycling - Cleveland,ROYAL OAK RECYCLING - CLEVELAND,ROYAL OAK RECYCLING CLEVELAND,1
Royyal Oak Recycling,ROYYAL OAK RECYCLING,ROYYAL OAK RECYCLING,1
Sims Brothers RE,SIMS BROTHERS RE,SIMS BROTHERS RE,1
Sims Brothers,SIMS BROTHERS,SIMS BROTHERS,1
PATTERSON SANITATION SERVICE,PATTERSON SANITATION SERVICE,PATTERSON SANITATION SERVICE,1
DUMPSTER RENTAL,DUMPSTER RENTAL,DUMPSTER RENTAL,1
COMPANIES,COMPANIES,COMPANIES,1
M&B Contracting LP,M&B CONTRACTING LP,M B CONTRACTING LP,1
GUYMON OKLAHOMA,GUYMON OKLAHOMA,GUYMON OKLAHOMA,1
"Waste Connections of Oklahoma, Inc","WASTE CONNECTIONS OF OKLAHOMA, INC",WASTE CONNECTIONS OF OKLAHOMA,1
A1 Porta Potrty,A1 PORTA POTRTY,A1 PORTA POTRTY,1
City of PONCA,CITY OF PONCA,CITY OF PONCA,1
City of Ponca,CITY OF PONCA,CITY OF PONCA,1
CITY OF BAXLEY,CITY OF BAXLEY,CITY OF BAXLEY,1
Vinita Utilities,VINITA UTILITIES,VINITA UTILITIES,1
Vinita Utilities Authority,VINITA UTILITIES AUTHORITY,VINITA UTILITIES AUTHORITY,1
Recology: a world without waste.,RECOLOGY: A WORLD WITHOUT WASTE.,RECOLOGY A WORLD WITHOUT WASTE,1
Flood Brothers DIS,FLOOD BROTHERS DIS,FLOOD BROTHERS DIS,1
Floaters Porta,FLOATERS PORTA,FLOATERS PORTA,1
Mid Florida,MID FLORIDA,MID FLORIDA,1
Mid Florida Portable Toilet,MID FLORIDA PORTABLE TOILET,MID FLORIDA PORTABLE TOILET,1
Mid Florida Portable Toilet Service,MID FLORIDA PORTABLE TOILET SERVICE,MID FLORIDA PORTABLE TOILET SERVICE,1
Roll Of Chick,ROLL OF CHICK,ROLL OF CHICK,1
Roll-Off Chck,ROLL-OFF CHCK,ROLL OFF CHCK,1
"Fusion Site Services, LLC","FUSION SITE SERVICES, LLC",FUSION SITE SERVICES,1
Sep. 08,SEP. 08,SEP 08,1
A-1 Little John Inc.,A-1 LITTLE JOHN INC.,A 1 LITTLE JOHN,1
RAHN SAN,RAHN SAN,RAHN SAN,1
RAHN SANITARY SERVICE,RAHN SANITARY SERVICE,RAHN SANITARY SERVICE,1
Garbarino Disposal & Recycling,GARBARINO DISPOSAL & RECYCLING,GARBARINO DISPOSAL RECYCLING,1
WASTE\nWASTE-PRO,WASTE\NWASTE-PRO,WASTE NWASTE PRO,1
NORTH BEND SANITATION SERVICE A WASTE CONNECTIONS COMPANY,NORTH BEND SANITATION SERVICE A WASTE CONNECTIONS COMPANY,NORTH BEND SANITATION SERVICE A WASTE CONNECTIONS COMPANY,1
NORTH BEND SANITATION SERVICE,NORTH BEND SANITATION SERVICE,NORTH BEND SANITATION SERVICE,1
THOMPSON,THOMPSON,THOMPSON,1
Thomspson's Sanitary Services,THOMSPSON'S SANITARY SERVICES,THOMSPSON S SANITARY SERVICES,1
UPS (0),UPS (0),UPS 0,1
Arrow Sanitary Service,ARROW SANITARY SERVICE,ARROW SANITARY SERVICE,1
Clarke Waste,CLARKE WASTE,CLARKE WASTE,1
"Clarke Waste Solutions Holdings, Inc","CLARKE WASTE SOLUTIONS HOLDINGS, INC",CLARKE WASTE SOLUTIONS HOLDINGS,1
Winston Sanitary Services,WINSTON SANITARY SERVICES,WINSTON SANITARY SERVICES,1
BGL Inc,BGL INC,BGL,1
SANITARY\nCITY SANITARY SERVICE,SANITARY\NCITY SANITARY SERVICE,SANITARY NCITY SANITARY SERVICE,1
"Recycling Equipment, Inc.","RECYCLING EQUIPMENT, INC.",RECYCLING EQUIPMENT,1
TIGER T. RASH,TIGER T. RASH,TIGER T RASH,1
SOLOMON CONTAINER SERVICE,SOLOMON CONTAINER SERVICE,SOLOMON CONTAINER SERVICE,1
J&K Secure Shredding,J&K SECURE SHREDDING,J K SECURE SHREDDING,1
MCCULLOUGH RUBBISH,MCCULLOUGH RUBBISH,MCCULLOUGH RUBBISH,1
OUGH RUBBISH,OUGH RUBBISH,OUGH RUBBISH,1
"J& Trash Removal, Inc.","J& TRASH REMOVAL, INC.",J TRASH REMOVAL,1
J & K Removal,J & K REMOVAL,J K REMOVAL,1
OPDENAKER INC,OPDENAKER INC,OPDENAKER,1
TRASH & RECYCLING SERVICES,TRASH & RECYCLING SERVICES,TRASH RECYCLING SERVICES,1
McCullough Rubbish,MCCULLOUGH RUBBISH,MCCULLOUGH RUBBISH,1
Noble,NOBLE,NOBLE,1
RESOURCES CORPORATION,RESOURCES CORPORATION,RESOURCES CORPORATION,1
EAGLE EQUIPMENT CORPORATION Specialists in equipment for,EAGLE EQUIPMENT CORPORATION SPECIALISTS IN EQUIPMENT FOR,EAGLE EQUIPMENT CORPORATION SPECIALISTS IN EQUIPMENT FOR,1
EAGLE EQUIPMENT CORPORATION Specialists in equipment for the waste disposal industry,EAGLE EQUIPMENT CORPORATION SPECIALISTS IN EQUIPMENT FOR THE WASTE DISPOSAL INDUSTRY,EAGLE EQUIPMENT CORPORATION SPECIALISTS IN EQUIPMENT FOR THE WASTE DISPOSAL INDUSTRY,1
Specialists in equipment for the waste disposal industry,SPECIALISTS IN EQUIPMENT FOR THE WASTE DISPOSAL INDUSTRY,SPECIALISTS IN EQUIPMENT FOR THE WASTE DISPOSAL INDUSTRY,1
Graybill Equipment & Repair,GRAYBILL EQUIPMENT & REPAIR,GRAYBILL EQUIPMENT REPAIR,1
"GRAYBILL EQUIPMENT & REPAIR,","GRAYBILL EQUIPMENT & REPAIR,",GRAYBILL EQUIPMENT REPAIR,1
Cocolamus Creek,COCOLAMUS CREEK,COCOLAMUS CREEK,1
Cocolamus Creek Disposal,COCOLAMUS CREEK DISPOSAL,COCOLAMUS CREEK DISPOSAL,1
Salandro's Refuse,SALANDRO'S REFUSE,SALANDRO S REFUSE,1
PROWARE STEMS,PROWARE STEMS,PROWARE STEMS,1
PROWARE\nWASTE,PROWARE\NWASTE,PROWARE NWASTE,1
PROWARE\nWASTE AND RECYCLING EQUIPMENT,PROWARE\NWASTE AND RECYCLING EQUIPMENT,PROWARE NWASTE AND RECYCLING EQUIPMENT,1
AND RECYCLING EQUIPMENT,AND RECYCLING EQUIPMENT,AND RECYCLING EQUIPMENT,1
AMERICAN\nDISPOSAL,AMERICAN\NDISPOSAL,AMERICAN NDISPOSAL,1
EAGLE EQUIPMENT CORPORATION Specialists in,EAGLE EQUIPMENT CORPORATION SPECIALISTS IN,EAGLE EQUIPMENT CORPORATION SPECIALISTS IN,1
Weiner IRON & METAL CORPORATION Member,WEINER IRON & METAL CORPORATION MEMBER,WEINER IRON METAL CORPORATION MEMBER,1
Weiner IRON & METAL CORPORATION\nMember,WEINER IRON & METAL CORPORATION\NMEMBER,WEINER IRON METAL CORPORATION NMEMBER,1
J.P. Mascaro & Sons Nanticoke Division,J.P. MASCARO & SONS NANTICOKE DIVISION,J P MASCARO SONS NANTICOKE DIVISION,1
IRON CITY,IRON CITY,IRON CITY,1
City of Tulare Solid Waste Division,CITY OF TULARE SOLID WASTE DIVISION,CITY OF TULARE SOLID WASTE DIVISION,1
"Vogel 0 DISPOSAL SERVICE, INC.","VOGEL 0 DISPOSAL SERVICE, INC.",VOGEL 0 DISPOSAL SERVICE,1
"RECYCLING, INC","RECYCLING, INC",RECYCLING,1
Salt River,SALT RIVER,SALT RIVER,1
Salt River Pim,SALT RIVER PIM,SALT RIVER PIM,1
Salt River Pima Maaricopa Indian Community,SALT RIVER PIMA MAARICOPA INDIAN COMMUNITY,SALT RIVER PIMA MAARICOPA INDIAN COMMUNITY,1
Salt River Pima-Maricopa Indian Community,SALT RIVER PIMA-MARICOPA INDIAN COMMUNITY,SALT RIVER PIMA MARICOPA INDIAN COMMUNITY,1
Salt River Prima-Maricopa,SALT RIVER PRIMA-MARICOPA,SALT RIVER PRIMA MARICOPA,1
CITY OF QUINCY,CITY OF QUINCY,CITY OF QUINCY,1
Advanced August,ADVANCED AUGUST,ADVANCED AUGUST,1
Green Guys Recy,GREEN GUYS RECY,GREEN GUYS RECY,1
Waste Managemant,WASTE MANAGEMANT,WASTE MANAGEMANT,1
Sage Dispsoal,SAGE DISPSOAL,SAGE DISPSOAL,1
REDFISH\nRECYCLING,REDFISH\NRECYCLING,REDFISH NRECYCLING,1
"USA WASTE OF TEXAS LANDFILLS, INC.","USA WASTE OF TEXAS LANDFILLS, INC.",USA WASTE OF TEXAS LANDFILLS,1
KALAMAZOO TRANSFER STATION - 3080,KALAMAZOO TRANSFER STATION - 3080,KALAMAZOO TRANSFER STATION 3080,1
CAVE CREEK TRANSFER STATION - 4567,CAVE CREEK TRANSFER STATION - 4567,CAVE CREEK TRANSFER STATION 4567,1
"COUNTRYSIDE LANDFILL, INC.","COUNTRYSIDE LANDFILL, INC.",COUNTRYSIDE LANDFILL,1
"WASTE MANAGEMENT OF ARIZONA, INC.","WASTE MANAGEMENT OF ARIZONA, INC.",WASTE MANAGEMENT OF ARIZONA,1
CITRUS COUNTY BOARD OF COUNTY COMMISSIONE,CITRUS COUNTY BOARD OF COUNTY COMMISSIONE,CITRUS COUNTY BOARD OF COUNTY COMMISSIONE,1
"Huntsville, AL WTE","HUNTSVILLE, AL WTE",HUNTSVILLE AL WTE,1
Reworld Previously Coventa,REWORLD PREVIOUSLY COVENTA,REWORLD PREVIOUSLY COVENTA,1
Reworld™ Previously Coventa,REWORLD™ PREVIOUSLY COVENTA,REWORLD PREVIOUSLY COVENTA,1
Complete Solutions and Sourcing,COMPLETE SOLUTIONS AND SOURCING,COMPLETE SOLUTIONS AND SOURCING,1
"Towne of Centre, AL","TOWNE OF CENTRE, AL",TOWNE OF CENTRE AL,1
Water Works and Sewer Board,WATER WORKS AND SEWER BOARD,WATER WORKS AND SEWER BOARD,1
Eco South Services,ECO SOUTH SERVICES,ECO SOUTH SERVICES,1
Mountain Apache Tribe Solid Waste,MOUNTAIN APACHE TRIBE SOLID WASTE,MOUNTAIN APACHE TRIBE SOLID WASTE,1
CITY OF FA,CITY OF FA,CITY OF FA,1
City of Tu,CITY OF TU,CITY OF TU,1
"Pelican Waste & Debris, LLC.","PELICAN WASTE & DEBRIS, LLC.",PELICAN WASTE DEBRIS,1
"WASTE MANAGEMENT OF MISSISSIPPI, INC.","WASTE MANAGEMENT OF MISSISSIPPI, INC.",WASTE MANAGEMENT OF MISSISSIPPI,1
WASTE PRO Caring For Our Command,WASTE PRO CARING FOR OUR COMMAND,WASTE PRO CARING FOR OUR COMMAND,1
DOUGLASVILLE,DOUGLASVILLE,DOUGLASVILLE,1
CITY OF DOUGLASVILLE,CITY OF DOUGLASVILLE,CITY OF DOUGLASVILLE,1
COUNTY REFUSE TAX OFFICE,COUNTY REFUSE TAX OFFICE,COUNTY REFUSE TAX OFFICE,1
LOWCOUNTRY HAULING,LOWCOUNTRY HAULING,LOWCOUNTRY HAULING,1
A & J Trash,A & J TRASH,A J TRASH,1
Hauler Information A & J Trash Service,HAULER INFORMATION A & J TRASH SERVICE,HAULER INFORMATION A J TRASH SERVICE,1
